Runda,Data,N1,N2,N3,N4,N5,N6,,,,,,,
Tragerea #2418,2025-02-23,23,43,21,32,1,49,,,,,,,
Tragerea #2419,2025-02-27,20,11,16,41,17,46,,,,,,,
Tragerea #2420,2025-03-02,9,21,8,35,45,19,,,,,,,
Tragerea #2421,2025-03-06,38,16,26,29,28,30,,,,,,,
Tragerea #2422,2025-03-09,22,27,39,4,12,28,,,,,,,
Tragerea #2423,2025-03-09,20,40,9,32,7,23,,,,,,,
Tragerea #2424,2025-03-13,17,32,15,1,7,19,,,,,,,
Tragerea #2425,2025-03-16,43,29,34,1,32,47,,,,,,,
Tragerea #2426,2025-03-20,8,18,40,34,10,43,,,,,,,
Tragerea #2427,2025-03-23,37,46,24,18,12,27,,,,,,,
Tragerea #2428,2025-03-27,7,35,4,18,9,20,,,,,,,
Tragerea #2429,2025-03-30,37,42,14,10,5,45,,,,,,,
Tragerea #2430,2025-04-03,49,37,46,8,42,17,,,,,,,
Tragerea #2431,2025-04-06,1,32,19,40,41,2,,,,,,,
Tragerea #2432,2025-04-10,8,39,48,18,45,34,,,,,,,
Tragerea #2433,2025-04-13,11,29,20,3,43,16,,,,,,,
Tragerea #2434,2025-04-19,8,17,35,40,42,14,,,,,,,
Tragerea #2435,2025-04-19,3,33,6,23,28,35,,,,,,,
Tragerea #2436,2025-04-24,17,12,22,8,2,19,,,,,,,
Tragerea #2437,2025-04-27,9,46,16,8,43,29,,,,,,,
Tragerea #2438,2025-05-01,34,40,3,48,45,41,,,,,,,
Tragerea #2439,2025-05-04,30,13,24,9,3,20,,,,,,,
Tragerea #2440,2025-05-08,17,19,25,14,45,39,,,,,,,
Tragerea #2441,2025-05-11,8,10,18,16,31,24,,,,,,,
Tragerea #2442,2025-05-15,26,30,5,7,19,36,,,,,,,
Tragerea #2443,2025-05-18,25,12,33,1,4,39,,,,,,,
Tragerea #2444,2025-05-22,1,14,6,32,10,46,,,,,,,
Tragerea #2445,2025-05-25,18,42,10,37,27,13,,,,,,,
Tragerea #2446,2025-05-29,14,29,46,24,15,21,,,,,,,
Tragerea #2447,2025-06-01,42,43,14,22,26,45,,,,,,,
Tragerea #2448,2025-06-05,37,19,6,47,15,44,,,,,,,
Tragerea #2449,2025-06-08,18,36,20,38,16,25,,,,,,,
Tragerea #2450,2025-06-12,26,2,4,36,43,39,,,,,,,
Tragerea #2451,2025-06-15,22,27,47,18,26,24,,,,,,,
Tragerea #2452,2025-06-19,25,28,32,23,42,39,,,,,,,
Tragerea #2453,2025-06-22,17,27,31,18,38,5,,,,,,,
Tragerea #2454,2025-06-26,8,43,24,45,4,40,,,,,,,
Tragerea #2455,2025-06-29,19,7,6,2,23,48,,,,,,,
Tragerea #2456,2025-07-03,38,29,14,22,43,44,,,,,,,
Tragerea #2457,2025-07-06,8,32,33,19,20,1,,,,,,,
Tragerea #2458,2025-07-10,19,44,21,20,29,12,,,,,,,
Tragerea #2459,2025-07-13,15,19,28,7,24,9,,,,,,,
Tragerea #2460,2025-07-17,33,1,49,4,7,30,,,,,,,
Tragerea #2461,2025-07-20,26,32,17,41,38,44,,,,,,,
Tragerea #2462,2025-07-24,25,26,37,49,18,28,,,,,,,
Tragerea #2463,2025-07-27,26,34,16,12,47,32,,,,,,,
Tragerea #2464,2025-07-31,16,42,19,1,35,15,,,,,,,
Tragerea #2465,2025-08-03,37,16,29,34,22,45,,,,,,,
Tragerea #2466,2025-08-07,42,2,46,18,31,28,,,,,,,
Tragerea #2467,2025-08-10,1,16,8,26,5,25,,,,,,,
Tragerea #2468,2025-08-14,10,47,9,4,31,44,,,,,,,
Tragerea #2469,2025-08-17,4,35,12,3,7,42,,,,,,,
Tragerea #2470,2025-08-21,15,45,11,44,8,39,,,,,,,
Tragerea #2471,2025-08-24,43,31,18,24,48,41,,,,,,,
Tragerea #2472,2025-08-28,6,16,5,48,39,49,,,,,,,
Tragerea #2473,2025-08-31,37,4,30,33,6,19,,,,,,,
Tragerea #2474,2025-09-04,46,3,21,20,31,5,,,,,,,
Tragerea #2475,2025-09-07,7,43,47,6,13,42,,,,,,,
Tragerea #2476,2025-09-11,36,13,23,30,40,4,,,,,,,
Tragerea #2477,2025-09-14,43,30,39,31,3,22,,,,,,,
Tragerea #2478,2025-09-14,29,12,47,9,33,11,,,,,,,
Tragerea #2479,2025-09-18,5,8,4,14,42,39,,,,,,,
Tragerea #2480,2025-09-21,9,30,43,32,44,36,,,,,,,
Tragerea #2481,2025-09-25,38,32,12,17,46,23,,,,,,,
Tragerea #2482,2025-09-28,9,25,14,36,6,8,,,,,,,
Tragerea #2483,2025-10-02,30,9,47,23,5,10,,,,,,,
Tragerea #2484,2025-10-05,13,18,25,30,29,34,,,,,,,
Tragerea #2485,2025-10-09,23,41,2,35,40,13,,,,,,,
Tragerea #2486,2025-10-12,5,31,33,39,36,45,,,,,,,
Tragerea #2487,2025-10-16,12,32,15,2,7,25,,,,,,,
Tragerea #2488,2025-10-19,14,11,21,16,5,10,,,,,,,
Tragerea #2489,2025-10-23,3,18,40,24,36,14,,,,,,,
Tragerea #2490,2025-10-26,32,18,16,21,10,35,,,,,,,
Tragerea #2491,2025-10-30,19,41,25,21,2,47,,,,,,,
Tragerea #2492,2025-11-02,11,6,24,46,44,43,,,,,,,
Tragerea #2493,2025-11-06,42,2,20,35,22,46,,,,,,,
Tragerea #2494,2025-11-09,32,19,5,10,34,23,,,,,,,
Tragerea #2495,2025-11-13,39,7,44,9,5,43,,,,,,,
Tragerea #2496,2025-11-16,14,44,12,39,40,9,,,,,,,
Tragerea #2497,2025-11-20,36,47,33,39,34,3,,,,,,,
Tragerea #2498,2025-11-23,12,20,11,17,26,39,,,,,,,
Tragerea #2499,2025-11-27,33,41,28,25,2,30,,,,,,,
Tragerea #2500,2025-11-30,23,18,41,8,25,45,,,,,,,
Tragerea #2501,2025-12-04,15,11,37,4,47,9,,,,,,,
Tragerea #2502,2025-12-07,21,49,13,14,38,20,,,,,,,
Tragerea #2503,2025-12-11,39,4,35,36,33,6,,,,,,,
Tragerea #2504,2025-12-14,41,23,12,48,32,43,,,,,,,
Tragerea #2505,2025-12-18,12,33,30,7,17,49,,,,,,,
Tragerea #2506,2025-12-21,43,5,22,34,11,42,,,,,,,
Tragerea #2507,2025-12-31,48,24,23,34,28,49,,,,,,,
Tragerea #2508,2025-12-31,24,23,28,45,49,7,,,,,,,
Tragerea #2509,2026-01-04,21,38,2,10,34,39,,,,,,,
Tragerea #2510,2026-01-08,36,44,35,17,30,26,,,,,,,
Tragerea #2511,2026-01-11,6,17,33,12,16,1,,,,,,,
Tragerea #2512,2026-01-15,44,11,45,46,33,19,,,,,,,
Tragerea #2513,2026-01-18,26,2,32,23,28,11,,,,,,,
Tragerea #2514,2026-01-22,34,43,20,21,14,13,,,,,,,
Tragerea #2515,2026-01-25,18,40,27,33,5,48,,,,,,,
Tragerea #2516,2026-01-29,14,46,12,43,41,3,,,,,,,
Tragerea #2517,2026-02-01,25,20,22,40,6,44,,,,,,,
Tragerea #2518,2026-02-05,15,14,7,49,19,37,,,,,,,
Tragerea #2519,2026-02-08,22,16,11,44,28,20,,,,,,,
Tragerea #2520,2026-02-12,26,6,4,10,29,7,,,,,,,
Tragerea #2521,2026-02-15,1,23,33,48,2,35,,,,,,,
Tragerea #2522,2026-02-19,41,32,40,36,28,31,,,,,,,
Tragerea #2523,2026-02-22,14,19,3,22,15,46,,,,,,,
Tragerea #2524,2026-02-26,35,20,12,7,9,47,,,,,,,
Tragerea #2525,2026-03-01,38,24,36,15,1,26,,,,,,,
Tragerea #2526,2026-03-05,32,8,21,19,10,26,,,,,,,
Tragerea #2527,2026-03-08,3,48,22,29,31,44,,,,,,,
Tragerea #2528,2026-03-08,30,22,14,36,41,46,,,,,,,
Tragerea #2529,2026-03-12,19,29,6,36,38,45,,,,,,,
Tragerea #2530,2026-03-15,19,35,42,7,5,33,,,,,,,
Tragerea #2531,2026-03-19,7,32,38,39,27,21,,,,,,,
Tragerea #2532,2026-03-22,43,3,30,4,7,45,,,,,,,
Tragerea #2533,2026-03-26,46,18,5,15,41,28,,,,,,,
Tragerea #2534,2026-03-29,40,17,16,26,15,32,,,,,,,
Tragerea #2535,2026-04-02,16,48,41,25,11,20,,,,,,,
Tragerea #2536,2026-04-05,9,4,8,49,25,42,,,,,,,
Tragerea #2537,2026-04-11,44,11,19,12,45,18,,,,,,,
Tragerea #2538,2026-04-11,16,6,28,46,12,17,,,,,,,
Tragerea #2539,2026-04-16,26,38,11,44,14,37,,,,,,,
Tragerea #2540,2026-04-19,11,16,12,35,17,36,,,,,,,
Tragerea #2541,2026-04-23,19,31,23,1,43,39,,,,,,,
Tragerea #2542,2026-04-26,3,36,13,5,11,34,,,,,,,
Tragerea #2543,2026-04-30,30,17,23,32,42,48,,,,,,,
Tragerea #2544,2026-05-03,38,42,17,39,45,37,,,,,,,
Tragerea #2545,2026-05-07,6,7,38,3,32,18,,,,,,,
Tragerea #2546,2026-05-10,9,25,29,42,13,3,,,,,,,
Tragerea #2547,2026-05-14,21,32,49,24,7,14,,,,,,,
Tragerea #2548,2026-05-17,39,36,5,3,25,10,,,,,,,
Tragerea #2549,2026-05-21,18,45,17,21,42,27,,,,,,,
Tragerea #2550,2026-05-24,15,17,1,23,21,3,,,,,,,
Tragerea #2551,2026-05-28,19,21,35,30,13,22,,,,,,,
Tragerea #2552,2026-05-31,18,40,6,39,2,32,,,,,,,
Tragerea #2553,2026-06-04,40,43,5,21,14,34,,,,,,,
Tragerea #2554,2026-06-07,48,18,22,27,46,15,,,,,,,
Tragerea #2555,2026-06-11,48,43,25,13,49,44,,,,,,,
Tragerea #2556,2026-06-14,3,25,7,10,5,18,,,,,,,
Tragerea #2557,2026-06-18,20,27,12,36,2,15,,,,,,,
Tragerea #2558,2026-06-21,42,6,21,35,14,37,,,,,,,
